"they even provided evening tea for us on request","desire"
"Excellent breakfast for an Italian hotel","n/c "
"The rooms weremall but clean and easily accessibleVery good large secure car park","n/c "
"Peaceful setting in it's own grounds","n/c "
"Free secured broadband internet and Sky TV including sports channels all be it in Italian","independence"
"Decent sized room and bed","n/c "
"Above all the staff were very friendly and helpful, nothing was too much trouble for them","n/c "
"Wifi was poor to non existent in rooms","poverty"
"Easy access to essentials like a bank, I was directed to one which was about a kilometre on foot along busy rd only to find it all in Italian which I could not understand","active"
"Maybe a little more assistance or knowledge from the hotel would have saved me being left to seek out somebody on the street to help as the bank certainly did not care","n/c "
"Nice swimming pool but hotel food was way over priced couldnt eat there","n/c "
"Friendly and cooperative staff, nice rooms, hotel beautiful surrounded in the park which is relaxing in a city like Neapel, great pool area","liking"
"If we have a chance to stay again we will do so","n/c "
"breakfast, family room, staff very friendly, hotel in a very good position, placed in a lovely park, you don't have the feeling to be in the chaotic Naples","disorganized"
"Been there several times and always happy to go back","happiness"
"The friendly and courteous Staff,especially David,at the Reception,who was most helpful","polite"
"Doesn't live up to it's 4-star rating - everything is painfully average - not the most pleasant place to stay if travelling for leisure - fine for business I suppose","pain"
"Awful wifi anywhere","n/c "
"Impossible to work","n/c "
"Hotel passed its prime 20y ago, especially bathrooms","n/c "
"But beds are also antics","playful"
"We arrived early and wanted to have a city tour","desire"
"We were said that we can leave our luggages and when the room is ready, our luggages will be taken to our room, but when we arrive in the evening, the luggages were not moved to our room and we had to move them","n/c "
"Which four star hotel does not have a bell boy","n/c "
"Air conditioning marginal","n/c "
"Location convenient to metro but little of interest near hotel including restaurants","annoyance"
"The accommodations were spacious, comfortable, and clean","n/c "
"The breakfast was outstanding","n/c "
"The staff was friendly and spoke English","n/c "
"The hotel is situated directly opposite the railway station which makes traveling into Central Naples fairly convenient","n/c "
"There is also a good supermarket opposite which is great for supplies","n/c "
"Staff are very helpful at the hotel and are very happy to advise as required","happiness"
"Problems arise if you want to go somewhere at night","desire"
"Great location and helpful staff","n/c "
"The location is great","n/c "
"I had an excellent view of the castle and the Naples bay","n/c "
"Location on the waterfront is excellent","n/c "
"Lots of places to eat and drink nearby","n/c "
"Very satisfied with the hotel","satisfaction"
"Room with sea view was comfortable and well appointed","n/c "
"Facilities were good as was food","n/c "
"The location is excellent with breathtaking view of Naples Bay","enthusiasm"
"I thought it was fabulous","liking"
"Across the street from the Greek ruins of Paestum which were unbelievable","surprise"
"breakfast, family room, staff very friendly, hotel in a very good position, placed in a lovely park, you don't have the feeling to be in the chaotic Naples","disorganized"
"Friendly and cooperative staff, nice rooms, hotel beautiful surrounded in the park which is relaxing in a city like Neapel, great pool area","liking"
"Staff is very friendly and helpful, attentive to client need which is especially important during long stays","active"
"Very satisfied with the hotel","satisfaction"
"Room with sea view was comfortable and well appointed","n/c "
"Facilities were good as was food","n/c "
"The location is excellent with breathtaking view of Naples Bay","enthusiasm"
"The place is amazing The king size bed,heated floor, beautiful bathroom, the service was sharp, the staff in the hotels knows you by you name and the and keep trying to make your stay the best they can and they can","surprise; confusion"
"Wonderful peaceful location Excellent views from rooms, restaurant, terraces & pool Excellent service from friendly, multi-lingual staff Delicious food Reasonable bar & minibar prices Lovely & comfortable rooms","n/c "
"Wonderful peaceful location Excellent views from rooms, restaurant, terraces & pool Excellent service from friendly, multi-lingual staff Delicious food Reasonable bar & minibar prices Lovely & comfortable rooms","n/c "
"Perfectly clean and nicely decorated, a million worth sea / panoramic view, very kind and helpful staff, ideal location if you want to have a tranquil rest","desire"
"We very much enjoyed our stay here","enthusiasm; liking; "
"Problems with WiFi in the room, although to be fair owner and staff called out the it engineer to fix, but was still hit and miss by the time we left","n/c "
"The people, the location, the peaceful atmosphere, and the food are all so wonderful","calm"
"The staff was very welcoming and they helped my friend and I very much","n/c "
"We loved it so much, we ended up staying four days just at this hotel","love"
"Besides being a nice hotel with a nice staff, you eat really well here","liking"
"Ischia island is a very nice place to be and spend a couple of weeks for vacation - great views, beautiful nature, friendly people","n/c "
"Termal recreations are great and relaxing","relaxed"
"For a very reasonable prices, which is important","n/c "
"Scooter or car rent is a must, otherwise you will not be able to see all the beauty of the island","n/c "
"For the ones who are looking for shopping, night life, etc, - this is probably not the best place","n/c "
