"The phone has a generous 3,000 mAh battery, dual band WiFi 802,11ac, NFC and a capable 2,1MP front camera","n/c "
"Finally, an Android smartphone that caters to ergonomics and usability with handy features like an active sleep screen that keeps you informed and always-on voice command","n/c "
"The Moto X will be available on all major US carriers and it has a 4,7 1280 x 720 AMOLED display, 1,7GHz dual core Snapdragon S4 Pro CPU with custom processors to handle voice recognition (Moto calls this their X8 processing platform), 2 gigs of RAM, 16 or 32 gigs of storage, WiFi ac, Bluetooth 4,0 LE + EDR, NFC, a front 2MP camera and capable RGBC 10MP rear cameraHere in the US, we don't get tablets that do cellular voice as do lucky consumers in Europe","triumph"
"If you love the Samsung Galaxy S4 but need a water and dust resistant smartphone that can survive poolside splashes and an accident with cocoa powder when baking, the Galaxy S4 Active is your phone","love"
"It has the same internals, software and apps as the non-Active model, and that means you get a very fast 1,9GHz quad core processor, 2 gigs of RAM, 16 gigs of storage and Android 4,2,2 with Samsung TouchWiz software","active"
"The phone has an 8MP camera (a downgrade from the GS4) but as a consolation it has an underwater photo mode","sadness"
"The Sony Xperia ZL is the more affordable and slightly smaller sibling to the Xperia Z flagship Android smartphone","n/c "
"In fact, Sony claims it's the smallest 5 full HD smartphone on the market, and we believe they're right","n/c "
"For a phone with a very large display it's slightly shorter than the 4,7 HTC One and both narrower and shorter than Sony's own Xperia Z","n/c "
"Yes, you could call it an evolutionary device, but the new features (love 'em or hate 'em) are more than evolutionary","love;hate"
"When a phone watches you and responds to your movements, that's something new and exciting (and sometimes crazy making)","enthusiasm"
"Perhaps it's a revolutionary smartphone trapped in an evolutionary casing The Samsung Galaxy S4 has a 5 full HD Super AMOLED display, a 1,9GHz Snapdragon 600 quad core CPU with 2 gigs of RAM and an excellent 13 megapixel camera","n/c "
"The HTC One has the perfect storm of smartphone features, from its fast and brand new Snapdragon 600 quad core CPU to its stunning full HD 4,7 display and impressive UltraPixel camera that laughs at darkness","amusement;joy"
"Then there's the striking aluminum casing that gives the iPhone 5 a run for your money and excellent BoomSound stereo speakers up front where they belong","belonging"
"Better yet, it's available on three of the top four US carriers and HTC sells an unlocked GSM edition for those who like their autonomy and unlocked bootloadersThe LG Spectrum 2 takes high end specs down to a mid-level price","independence"
"At $99 with contract, it has many of the same specs and features as $199 Android smartphones like the Samsung Galaxy S III","n/c "
"The smartphone has a lovely 4,7 IPS display running at 1280 x 720 that's protected by Gorilla Glass","safety; "
"Look out Samsung Galaxy Note II, there's a new kid on the block, at least if you're a Verizon Wireless customer, and that's the HTC Droid DNA","amusement"
"It's hard to find a smartphone with a hardware QWERTY keyboard these days","n/c "
"Happily, Motorola still invests in that form factor, from the Droid line on Verizon to the new Motorola Photon Q 4G LTE on Sprint","happiness"
"Though the Photon Q isn't quite as sleek as the Droid, it packs top-notch features like a 1,5GHz Qualcomm S4 CPU (currently the top performing smartphone CPU in US phones), a gig of RAM, LTE, an 8 megapixel rear camera plus front video chat camera and Android 4,0,4 Ice Cream Sandwich","n/c "
"The Xperia Ion might not be getting a lot of marketing love, but it's a sweet phone","love"
"For $99 on contract with AT&T, you get an award winning design with a sleek glass front and curved metal back, LTE 4G and a 12MP camera","n/c "
"This $99 with contract phone has a 1,2GHz single core Snapdragon CPU, front video chat camera and a rear 5 megapixel camera with LED flash that can shoot 720p video","n/c "
"Voice quality is good and HTC Sense 3,0 is on board for your UI pleasure","satisfaction"
"The phone supports the full range of Sprint services including Sprint TV and Sprint Music Plus","n/c "
"The LG Thrill 4G is a hard smartphone to beat for $99","violence"
"it's got all the high end trimmings, including a glasses-free 3D display and 5 megapixel 3D camera","n/c "
"The Thrill has a 4,3"" display and it runs on a dual core 1GHz CPU with Android OS 2,2 Froyo and LG's pleasing UI customizations","enthusiasm;satisfaction; "
"The phone is large and solidly built, with LG's signature soft touch back that's highlighted with a metal strip that houses dual camera lenses and an LED flash","n/c "
"It has HSPA+ 4G, WiFi, Bluetooth and a GPS","n/c "
"We particularly like the selection of 3D apps and LG's adjustable 3D effect","liking"
"It's fast, 3D is fun and this is the first phone that makes us want 3D","desire;amusement; "
"The Samsung Exhibit 4G is an embarrassment of riches at a bargain price","wealth; "
"Masterminded by Google and produced by Samsung, the Nexus S sticks with the successful Samsung Android superphone recipe: 4"" Super AMOLED display that's best of breed, 1 GHz Hummingbird CPU with hardware graphics acceleration, 5 megapixel camera, 3G HSDPA 7,2 for T-Mobile US and overseas and 16 gigs of storage","triumph"
"This gloss black phone is sexy and slippery, and it's sold unlocked though it works best with T-Mobile in the US",""
"It's the first Android OS 2,3 phone and it adds a few new hardware features including NFC (Near Field Communications), a curved Contour display","n/c "
"If you want a pure Android experience in an unlocked phone with high end specs, do check out the Nexus S","desire"
"If you're on a serious budget and want an Android smartphone, the Optimus T is worth a serious look and runs circles around the T-Mobile Comet","desire;earnest"
"This is a video review","n/c "
"The iPhone 5S: a phone that looks like the iPhone 5, but goes so much further under the hood","n/c "
"Is that going to be enough to impress the baying hordes","surprise"
"No one in the market has a better way of designing and building a product like iPhone","modern"
"iPhone 5 is durable, beautiful and like every other iPhone easy to use","liking"
"Its a must buy for anyone with iPhone 4 or older","n/c "
"Great camera, but lens flare makes it unusable in many occasions","n/c "
"Design is great and perfect to pocket, but iPhone 5 is really prone to chips and scratches","n/c "
"I would doubt, that this product will sell in major Asian markets with success","triumph"
"Odd shape seminiscent of old candy bar phones, premium look and feel but nowhere near the game changer it SHOULD have been, in my opinion Apple does not justify the high price this time around, and to charge extra for the port adapter is ridiculous when so many millions od accessories have been sold with the 30 pin legacy port","n/c "
"Really is outrageous profiteering","n/c "
"The iPhone 5 is a phone that makes you feel safe","safety"
"A phone that you know exactly how to use as soon as you take it out of the box and that is perfect for a wide range of people","n/c "
"The bottom line, in case it isn’t clear already: The iPhone 5 is one terrific smartphone","n/c "
"Ignore the naysayers — even without any awesome technological breakthroughs, it’s a sizable improvement on the iPhone 4S","apathy; "
"For many upgrades, LTE alone will be worth the price of admission","n/c "
"The changes to iPhone 5 and iOS will be appreciated by current users of the iPhone, but Apple's rigid design principles may have many looking to the alternatives","n/c "
"Given that iPhone 4S users can upgrade to iOS 6 and do just about everything the iPhone 5 can do , we reckon the smart money won’t all be going on a new iPhone this year, even if the mass market can’t get enough of it","n/c "
"It’s good, very good","n/c "
"But it’s no longer the best aroundIt really is, then, the best and the worst iPhone yet","n/c "
"It’s the best speed, the best performance and the best screen we’ve seen on Apple’s flagship smartphone, but simultaneously, it’s the least polished, most annoying device with the worst software I’ve seen since OS X Lion","annoyance; "
"The iPhone is everything Apple said it would be and with iOS 6 built-in, it’s clear to me that Apple has another winner on its hands","triumph; "
"I can’t think of any good reason why anyone wouldn’t upgrade or purchase the iPhone 5","n/c "
"Apple’s iPhone represents more than sheet of specifications of processor speed, memory and screen inches, it represents the best of the best, refined every year, only like Apple can","n/c "
"It might not floor you in pictures, but in the flesh, the iPhone 5 is a delight","pleasure"
"The camera is packed with features and takes pictures quickly, plus the phone has a powerful set of stereo speakers","power; "
"It delivers a streamlined experience that's stylish, refined, and lightning fast","polite"
"I'd be fibbing if I said I didn't have fun with the 5-megapixel, wide-angle front-facing camera on the HTC One and its selfie-enhancing features","n/c "
"The LG G2 is the best Android phone on the market","n/c "
"It's not without flaws, but you won't find a better combination of features, power and longevity anywhere else","n/c "
"So long as you own or are willing to buy yourself a headset, the Galaxy Note 3 is one of the best, most powerful Android phones you can have","power; "
"Just don't try holding it like a normal phone","n/c "
"The HTC One is one of the best Android phones around","n/c "
"If you can get past its not-quite-stellar CPU, you'll fall in love with its multimedia capabilities","love"
"The Galaxy S4 isn't just Samsung's flagship phone","n/c "
"in many ways, it is the face of Android","n/c "
"With tried-and-true quality, it's hard to go wrong buying this device, especially if you're a fan of the TouchWiz interface","distress"
"If you want a highly affordable big-screen phone, The LG Optimus G Pro is a solid choice","desire"
"It might feel a bit tight in your pocket, but it won't empty your wallet","n/c "
"The latest Android version may be fun to play with, but the Nexus 5 disappoints in other ways","disappointment;amusement; "
"Unless you're really itching to try out KitKat, spend your money on one of our higher-ranked phones","n/c "
"The HTC Evo 4G LTE was a powerhouse in its day, and remains a decent phone if you can't afford to pay any money up front","n/c "
"Unfortunately, it's showing its age","n/c "
"The Kyocera Hydro Elite is a great choice if you want a budget Android phone that doesn't mind getting wet","desire"
"If you're looking for capability, however, look elsewhere","n/c "
"The HP Pavilion TouchSmart 11z costs very little for a touch-screen Windows 8 laptop, and it has excellent battery life","n/c "
"New Intel fourth-gen CPUs help the updated MacBook Air achieve amazing battery life","triumph"
"The multitouch trackpad is still the industry's best, and even better, the 13-inch MacBook Air now starts at $100 less than the previous model","n/c "
"The Samsung Ativ Book 9 Plus is a rebirth of the Book 9/Series 9, a laptop line we've loved for years because of its solid shape, slim design, and strong performance","love"
"Samsung's rebranding of Windows laptops to ""Ativ"" is a little confusing, as is the splitting of the line into two thin laptops: the Book 9 Lite and Book 9 Plus","n/c "
"The Lite, which I've already reviewed, is plastic, has an AMD processor, and is a different type of product, but costs around $750","poverty"
"The Acer Aspire E1-572-6870 is an inexpensive fourth-generation Core i5 laptop with a nice keyboard, decent weight for its size, and just enough performance to power you through average daily tasks","liking"
"It has a removable battery, and the hard drive and RAM slots are easily accessible","n/c "
"The size and weight of the Pavilion 15 TouchSmart suggest that it's more intended as a desktop replacement system for use at home or in the office","n/c "
"However, its all-round performance, combined with an attractive screen and optical drive, provide very good value for money, and ensure that the Pavilion 15 TouchSmart will appeal to most users on a tight budget","n/c "
"Of course, that's really difficult to verify with the standard suite of battery benchmarks that are available","n/c "
"Our Battery Eater score of 174 is actually pretty good","n/c "
"The Acer Aspire S7 impresses with a hyper-HD touchscreen and numerous other improvements, making a serious contender for your laptop bag","surprise"
"Sony's Vaio Fit 11A can either be a notebook or tablet, but the experience falls short regardless of form factor","disappointment"
"The Vaio line ends on a 'meh' note","n/c "
"A reasonable budget machine that will satisfy anyone looking for a mid-­range laptop","satisfaction"
"The HP Pavilion dm1-4027ea's stablemate, the HP Pavilion dm1-3100sa, has impressed as an ultra-portable laptop that doesn't make too many sacrifices when it comes to performance","surprise"
"The follow-up for 2012 – the Asus Zenbook UX32A – boasts much of the same excellent build quality with some of the components scaled down to make it affordable","n/c "
"A reasonable budget machine that will satisfy anyone looking for a mid-­range laptop","satisfaction"
"Toshiba's Satellite range is hugely varied, covering everything from entry-level budget laptops to multimedia powerhouses","n/c "
"The Satellite L670-12J is a sturdy mid-range desktop replacement machine that makes up in power what it lacks in portability","power; "
"The lightly patterned design is more subtle than the HP's, although the shiny surface is just as bad at picking up dust and fingerprints","n/c "
"The full-sized keyboard, complete with dedicated numeric keypad, is one of the benefits of the large chassis, and usability is excellent","active"
"The keys are a joy to type on and firmly set in place, as are the two mouse buttons beneath the touchpad","n/c "
"The touchpad itself is a little cramped, but the textured surface is responsive and it can be turned off using a button on the chassis, just like the HP","n/c "
"This laptop uses cutting-edge tech to full effect","n/c "
"If your old desktop PC is showing its age, and you'd like to replace it with something that's more compact and convienant, then you should definitely consider the Toshiba Satellite","liking"
"It's not the cheapest business-grade notebook but it is good value if you need a sturdy, secure but still somewhat stylish option","n/c "
"If you're looking for a straightforward laptop on a tight budget, the Pavilion 15 does more than its pricing might suggest
 You won't be playing the latest games on it, and anything that is too processor-intensive is going to take a while, but it's not a bad little machine at all
The Windows Phone 8 is an intriguing proposition offering up something very different to the iOS and Android systems we've become accustomed too, and the Lumia 920 is currently the most powerful handset running it
Integrated with its super-thin chassis, HD screen and beautiful graphics, the One X is the next-generation Android platform, all rolled into one
The HTC Windows Phone 8X is a premium-feeling device with a brand new iteration of the highly elegant Windows Phone OS
 It has almost every connectivity option you could ask for and a camera with increased light allowance on the lens
the Samsung Galaxy S3 still holds a position among the top ten showing it's still something quite special
it's fantastic
Let's take a minute and talk about the screen: it's beautiful
 The 309ppi pixel density is up there with the sharpness of the iPhone 5
The most obvious improvement the iPhone 5 offers over the iPhone 4 and 4S would be its taller, higher resolution display with room for a fifth row of icons
 It has made the phone just a tiny bit more difficult to use with one hand, but for photo viewing and movie watching, the extra screen real estate is much appreciated
As Android smartphones go, the LG Optimus G is a pretty capable, if nondescript, handset
 Apparently, the folks at LG thought they could do one better, and the result is the 800-pound gorilla known as the Optimus G Pro
If you're going to put a massive 5,5-inch display on a smartphone, make it a good one - and that's exactly what LG has done here
 Paired with photos taken using its effective rear camera image sensor, this is a screen you won't mind spending hours looking at
We're excited about the prospect of the HTC One Mini, as it's a handset with all the best bits of the HTC One without as much of the cost
 That's got to be hitting a new segment of the market, right
We love that the functionality of the One Mini isn't compromised from its larger relative, with the likes of UltraPixels and BoomSound all involved without being watered down
 HTC has been very clever in the design of this phone by bringing nearly every great element of the One to the smaller version, and packaging it in a way that still makes it very attractive
The Samsung Galaxy S4 is a phone that we really, really like
 The combination of powerful innards, the market's best screen and a clever design ethos all combine to make a really strong contender for the handset you should be buying when you wander into your local phone emporium
The HTC One's combination of innovation and sumptuous hardware is a testament to the brand, and shows that new things can still come to our smartphones without costing the earth
 Sure, it's not the cheapest handset by any means, but it's perfectly in line with what we'd expect from a flagship
Our only real gripe is with storage: many will argue that expandable memory slots are unnecessary when you've got Dropbox on board for extra space, or that simply being organized and deleting unwanted content will solve the problem
 That's true to a degree, but it's not common behavior for today's smartphone user
Though it's pretty much a dressed up, slightly nicer version of the iPhone 5, the iPhone 5C at least has decent improvements and a low price tag - if the starting pay of $99 with a two-year contract is your thing
The LG G2 is the beastly smartphone that is LG's answer to the Samsung Galaxy S4 and HTC One
 It's a massive, yet not entirely unwieldy, smartphone brimming with great specs
The display and camera are really killer, and performance is incredible
 It ate up every benchmark for breakfast, turned out great photos and dazzled us with its high-resolution display
 Oh, and on top of that, battery life was a charm
The Samsung Galaxy Note 3 is quite similar to its predecessors, the Galaxy Note and Galaxy Note 2
 you're going to get something that looks like a giant phone and a small tablet meaning it's definitely not a device a lot of people will be clamoring for - but that doesn't mean it's a bad phone - in fact, it's a really great phablet","n/c "
"You won't be playing the latest games on it, and anything that is too processor-intensive is going to take a while, but it's not a bad little machine at all","n/c "
"The Windows Phone 8 is an intriguing proposition offering up something very different to the iOS and Android systems we've become accustomed too, and the Lumia 920 is currently the most powerful handset running it","power; "
"Integrated with its super-thin chassis, HD screen and beautiful graphics, the One X is the next-generation Android platform, all rolled into one","n/c "
"We're excited about the prospect of the HTC One Mini, as it's a handset with all the best bits of the HTC One without as much of the cost","enthusiasm"
"That's got to be hitting a new segment of the market, right","n/c "
"We love that the functionality of the One Mini isn't compromised from its larger relative, with the likes of UltraPixels and BoomSound all involved without being watered down","love;liking; "
"HTC has been very clever in the design of this phone by bringing nearly every great element of the One to the smaller version, and packaging it in a way that still makes it very attractive","n/c "
"The Samsung Galaxy S4 is a phone that we really, really like","n/c "
"The combination of powerful innards, the market's best screen and a clever design ethos all combine to make a really strong contender for the handset you should be buying when you wander into your local phone emporium","power; "
"The HTC One's combination of innovation and sumptuous hardware is a testament to the brand, and shows that new things can still come to our smartphones without costing the earth","n/c "
"There's always an apathy with any kind of ""S"" device from Apple, as it's historically just the same thing made a little bit better, and it's true the advances on the iPhone 5S are few - but the ones that are there are very impressive indeed","apathy; "
"Below the surface, Apple has put together one of the most cutting-edge smartphones around, imbued with a top-end camera and a really innovative feature with Touch ID","n/c "
"But solely because it allows me to use the intriguing Gear or Gear Fit, it’s probably the single most exciting device on the market today","n/c "
"Samsung is pushing the smartphone to new levels while HTC and Apple are refining existing versions – many consumers could, however, be forgiven for thinking that it is not, however, easy to distinguish which is the best on the market","forgiveness; "
"In large part, that’s because almost all the differences are now down to a matter of taste","n/c "
"Even the closest model in the Apple Macbook Air range is just as fast (same processor, same graphics chip),  lighter, comes with more storage (128GB vs 32GB), is £149 cheaper (£300 cheaper to educational users like your friend's son), can do much, much more, and isn't crippled when internet access isn't available","n/c "
"Sony has built a handsome, if somewhat smudge-prone, smartphone in the Xperia Z1S","n/c "
"Its display is not the best on the market but with a little fiddling, it looks darn good","n/c "
"The impressive specs make it a great entertainment device and the native communications and productivity apps make it good for more important things","pleasure"
"The camera manages to be a confident straightforward picture taker, as well as pretty fun","playful;amusement; "
"At $600 full price, the Xperia Z1S is priced about right","n/c "
"Through T-Mobile, the phone goes for zero down and 24 monthly payments of $25 and right now, it comes with a Sony Bluetooth speaker, making it a nice deal","n/c "
"So it was a welcome surprise to see Sony recently choose to divest itself of its flailing VAIO PC unit and commit more focus to mobile","active;surprise; "
"With smartphones like the Xperia Z1S hitting shelves, mobile looks like a worthwhile endeavor","n/c "
"But when considering how often people use their smartphones outside of phone calls, this design element might frustrate some users","distress; "
"The curved display may draw the most attention, but the display quality is disappointing","disappointment; "
"That's quite a bit of pressure to put on its successor, the G3, and it's got a lot to live up to if it wants to do LG proud once again","desire"
"The biggest Windows Phone on the block has a stunning 6in screen and city-levelling processing power","n/c "
"But it's what it does with them that really counts","n/c "
"The iPhone 5s is ingenious, forward-thinking and powerful - but it's also stuck in its ways","power; "
"The LG G2 earned itself both the Smartphone and Gadget of the Year accolades at the 2013 Stuff Gadget Awards, and it’s currently sitting at the number one spot in our Top 10 Smartphones list","n/c "
"That’s quite a bit of pressure to put on its successor, the G3, and it’s got a lot to live up to if it wants to do LG proud once again","desire;confusion; "
"The Nokia Lumia Icon is one of the company’s most powerful and well-equipped Windows Phone 8 handsets yet, boasting a quad-core processor, huge full HD screen and 20MP camera","power; "
"The Lumia Icon is a large phone and, at almost a centimetre in depth, isn’t especially slim, but it doesn’t feel particularly hefty in your hand or uncomfortable in your jeans pocket","n/c "
"It’s well built, too, with a metal-rimmed body and Gorilla Glass 3 screen that curves slightly at the edges","n/c "
"True to Nokia’s reputation, there’s not a hint of creakiness to it","n/c "
"The only thing we’re not too hot on is the white matte plastic back, which feels quite nice to touch but looks somewhat naff, especially with the large “4G” logo and Verizon branding","n/c "
"Designed and built to reinvigorate the Motorola brand, it's also bringing to bear the fruits of the company’s relationship with Google, which now owns Motorola Mobility outright","n/c "
"Sporting a clean(ish) version of Android 4,2,2 and Google Now-powered touch-free voice control, it seems as much a Google device as a Motorola one","independence"
"Google isn't really trying to build the best Android phone","n/c "
"What it's trying to do is get the internet, Google-style, in as many hands as possible, and it realises the way to do that is to produce its own affordable, desirable handset","n/c "
"Epic battery life, a gorgeous screen, sharp camera and powerful software make the Galaxy Note 3 the most versatile smartphone on the market","power; "
"If you're looking for a high-end Android phone the only disappointment with the Z1 is the camera, which when compared to the amazing cameras on the HTC One (m8) and Samsung Galaxy S5 simply isn't up to scratch","disappointment"
"Powerful, with a fantastic camera and incredible battery life","power; "
"Factor in the Gear wearables and the Galaxy S5 becomes the most comprehensive smartphone package around","n/c "
"This fast, powerful phone is the perfect mid-range handset","power; "
"The camera is the one part of the system that hasn't been updated, with the same 5-megapixel iSight model used again","n/c "
"It's not a bad camera, although it is starting to show its age a little","n/c "
"Most people will use their smartphone for taking photos, but we would have liked to have seen at least the 8-megapixel camera from the iPhone 5","desire"
"Too slow to be a laptop and too mediocre as a tablet, the only thing going for the Envy X2 is its long battery life","annoyance; "
"The price is spot-on and it's excellent value for a fast 10,1 in tablet","n/c "
"A good display and superb battery life work in this laptop's favour, but it's chunky and we'd really like more processor power","liking"
"Nokia Lumia is compromised, but beautifully made and stylish for the price","forgiveness; "
"While HTC's Desire brand was originally attached to premium smartphones, these days Desire-branded handsets have a distinctly mid-range feel","desire"
"The Desire X inhabits the crowded sub-£200 SIM-free market, so we were interested to see how it would stand out","desire"
"A cheaper, more compact Galaxy S4 with amazing battery life, but the S4 Mini doesn’t stand out compared to the competition","jealousy; "
"The phone performs inventive tricks such as responding to voice commands, giving screen-based notifications, and quick-launching the camera, which takes pleasing pictures","satisfaction"
"The Samsung Galaxy Light fits easily in your hand and pockets","n/c "
"I'm sad because I'd like to have Ipad.","sadness;desire;liking"
